±¸ºÐ,¿¬µµ,ÀÏÀÚ,¿¬µµº° ½ÃÇàÈ¸Â÷,1½Ã,2½Ã,3½Ã,4½Ã,5½Ã,6½Ã,7½Ã,8½Ã,9½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,ÃÑÁ¦¾î·®
Ç³·Â,2021,316,23,0,0,0,0,0,0,0,0,0,0,0,0,29.685,58.52333333,4.166666667,11.335,0,0,0,0,0,0,0,0,103.71
Ç³·Â,2021,317,24,0,0,0,0,0,0,0,0,0,0,0,0,12.57,2.58,0,0,0,0,0,0,0,0,0,0,15.15
Ç³·Â,2021,321,25,0,0,0,0,0,0,0,0,0,58.05833333,114.5716667,149.805,155.7683333,145.6416667,145.4083333,79.875,6.666666667,0,0,0,0,0,0,0,855.795
Ç³·Â,2021,322,26,0,0,0,0,0,0,0,0,0,0,39.45333333,101.125,136.2,137.7,104.55,66.4,4.376666667,0,0,0,0,0,0,0,589.805
Ç³·Â,2021,323,27,0,0,0,0,0,0,0,0,0,0,0,0,3.256666667,9.633333333,1.445,0,0,0,0,0,0,0,0,0,14.335
Ç³·Â,2021,326,28,0,0,0,0,0,0,0,0,0,0,0,0,3.188333333,3.885,0,0,0,0,0,0,0,0,0,0,7.073333333
Ç³·Â,2021,328,29,0,0,0,0,0,0,0,0,0,0,0,0,14.28833333,33.575,17.02666667,0,0,0,0,0,0,0,0,0,64.89
Ç³·Â,2021,330,30,0,0,0,0,0,0,0,0,0,0,3.225,27.65833333,26.5,26.5,17.86666667,0,0,0,0,0,0,0,0,0,101.75
Ç³·Â,2021,404,31,0,0,0,0,0,0,0,0,0,0,0,0,6.213333333,30.525,8.425,0,0,0,0,0,0,0,0,0,45.16333333
Ç³·Â,2021,405,32,0,0,0,0,0,0,0,0,0,0,0,32.52166667,66.7,66.7,55.81333333,14.955,0,0,0,0,0,0,0,0,236.69
Ç³·Â,2021,406,33,0,0,0,0,0,0,0,0,0,0,0,9.261666667,19.7,19.7,9.15,0,0,0,0,0,0,0,0,0,57.81166667
Ç³·Â,2021,407,34,0,0,0,0,0,0,0,0,0,0,1.866666667,4.933333333,6.8,2.086666667,0,0,0,0,0,0,0,0,0,0,15.68666667
Ç³·Â,2021,408,35,0,0,0,0,0,0,0,0,0,0,0,25.18166667,71.80666667,75.385,73.215,42.20833333,7.043333333,0,0,0,0,0,0,0,294.84
Ç³·Â,2021,410,36,0,0,0,0,0,0,0,0,0,0,26.825,62.49166667,59.35833333,35.6,51.43333333,17.6,0,0,0,0,0,0,0,0,253.3083333
Ç³·Â,2021,411,37,0,0,0,0,0,0,0,0,0,0,37.43166667,56.3,56.3,56.70333333,56.94166667,38.39833333,0,0,0,0,0,0,0,0,302.075
Ç³·Â,2021,413,38,0,0,0,0,0,0,0,0,0,0,0,0,3.005,26.6,3.595,0,0,0,0,0,0,0,0,0,33.2
Ç³·Â,2021,414,39,0,0,0,0,0,0,0,0,0,0,2.158333333,93.965,113.9266667,94.67333333,45.13333333,0.283333333,0,0,0,0,0,0,0,0,350.14
Ç³·Â,2021,417,40,0,0,0,0,0,0,0,0,0,0,32.19166667,140.8266667,149.2,149.2,107.725,77.28333333,25.75833333,0,0,0,0,0,0,0,682.185
Ç³·Â,2021,418,41,0,0,0,0,0,0,0,0,14.26333333,91.90166667,143.7466667,161.9,161.9,161.9,149.3666667,90.72666667,3.365,0,0,0,0,0,0,0,979.07
Ç³·Â,2021,419,42,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333,11.99166667,0,0,0,0,0,0,0,0,0,0,17.325
Ç³·Â,2021,423,43,0,0,0,0,0,0,0,0,0,0,0,25.59166667,92.275,41.76666667,0,0,0,0,0,0,0,0,0,0,159.6333333
Ç³·Â,2021,425,44,0,0,0,0,0,0,0,0,0,0,0,9.945,42.89666667,43.49166667,11.61333333,0,0,0,0,0,0,0,0,0,107.9466667
Ç³·Â,2021,426,45,0,0,0,0,0,0,0,0,0,0,0,0.291666667,15.50166667,14.43333333,1.443333333,0,0,0,0,0,0,0,0,0,31.67
Ç³·Â,2021,430,46,0,0,0,0,0,0,0,0,0,0,0,5.938333333,19.18166667,0.831666667,0,0,0,0,0,0,0,0,0,0,25.95166667
Ç³·Â,2021,501,47,0,0,0,0,0,0,0,0,0,0,2.933333333,70.18333333,133.35,107.7083333,36,50.15,29.76666667,0,0,0,0,0,0,0,430.0916667
Ç³·Â,2021,502,48,0,0,0,0,0,0,0,0.383333333,32.26666667,76.08333333,151.15,158.5,158.425,154,154,100.4666667,13.8,0,0,0,0,0,0,0,999.075
Ç³·Â,2021,505,49,0,0,0,0,0,0,0,0,0,7.88,37.04333333,71.36666667,80.8,80.8,72.4,13.975,0,0,0,0,0,0,0,0,364.265
Ç³·Â,2021,508,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5.488333333,0,3.23,0,0,0,0,0,0,0,0,8.718333333
Ç³·Â,2021,512,51,0,0,0,0,0,0,0,0,0,0,0,0,3.285,15.435,0.81,0,0,0,0,0,0,0,0,0,19.53
Ç³·Â,2021,521,52,0,0,0,0,0,0,0,0,0,16.72,35.5,5.846666667,0,0,0,0,0,0,0,0,0,0,0,0,58.06666667
Ç³·Â,2021,525,53,0,0,0,0,0,0,0,0,0,0,0,16.23333333,68.35,95,48.58333333,0,0,0,0,0,0,0,0,0,228.1666667
Ç³·Â,2021,527,54,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43,27.525,0.05,0,0,0,0,0,0,0,0,40.005
Ç³·Â,2021,530,55,0,0,0,0,0,0,0,0,0,0,0,0,0.505,10.1,3.381666667,0,0,0,0,0,0,0,0,0,13.98666667
Ç³·Â,2021,1003,56,0,0,0,0,0,0,0,0,0,0,0,12.17333333,14.11,0,0,0,0,0,0,0,0,0,0,0,26.28333333
Ç³·Â,2021,1017,57,0,0,0,0,0,0,0,2.38,72.34583333,136.535,148.75,148.75,148.75,148.75,135.9341667,49.17,1.963333333,0,0,0,0,0,0,0,993.3283333
Ç³·Â,2021,1019,58,0,0,0,0,0,0,0,0,0,0,28.69666667,69.165,76.94,32.64166667,13.17666667,0,0,0,0,0,0,0,0,0,220.62
Ç³·Â,2021,1021,59,0,0,0,0,0,0,0,0,0,0,0,0,28.77333333,4.733333333,0,0,0,0,0,0,0,0,0,0,33.50666667
Ç³·Â,2021,1022,60,0,0,0,0,0,0,0,0,0,0,0,9.296666667,61.4,48.4,17.16666667,0,0,0,0,0,0,0,0,0,136.2633333
Ç³·Â,2021,1023,61,0,0,0,0,0,0,0,0,0,0,0,11.95,15.97333333,15.95,6.15,0.58,0,0,0,0,0,0,0,0,50.60333333
Ç³·Â,2021,1031,62,0,0,0,0,0,0,0,0,0,0,2.913333333,8.52,17.29666667,8.388333333,0,0,0,0,0,0,0,0,0,0,37.11833333
Ç³·Â,2021,1103,63,0,0,0,0,0,0,0,0,0,0,0,13.03,48.6,10.33666667,0,0,0,0,0,0,0,0,0,0,71.96666667
Ç³·Â,2021,1203,64,0,0,0,0,0,0,0,0,0,0,0,6.646666667,36.13833333,28.36666667,0.898333333,0,0,0,0,0,0,0,0,0,72.05
Ç³·Â,2022,116,1,0,0,0,0,0,0,0,0,0,0,0,0,11.14166667,55.88333333,56.335,8.996666667,0,0,0,0,0,0,0,0,132.3566667
Ç³·Â,2022,128,2,0,0,0,0,0,0,0,0,0,0,0,24.43,60.8,61.745,18.23333333,0,0,0,0,0,0,0,0,0,165.2083333
Ç³·Â,2022,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.535,6.345,0,0,0,0,0,0,0,0,0,11.88
Ç³·Â,2022,130,4,0,0,0,0,0,0,0,0,0,0,0.97,2.438333333,0.016666667,33.30333333,0.62,0,0,0,0,0,0,0,0,0,37.34833333
Ç³·Â,2022,131,5,0,0,0,0,0,0,0,0,0,0,0,11.22,60.63333333,75.14,17.92,0,0,0,0,0,0,0,0,0,164.9133333
Ç³·Â,2022,201,6,0,0,0,0,0,0,0,0,0,0,0,0,21.66666667,32.5,32.42333333,6.476666667,0,0,0,0,0,0,0,0,93.06666667
Ç³·Â,2022,203,7,0,0,0,0,0,0,0,0,0,0,0,0,62.49333333,17.53166667,0,0,0,0,0,0,0,0,0,0,80.025
Ç³·Â,2022,210,8,0,0,0,0,0,0,0,0,0,0,0,0,35.22,2.991666667,0,0,0,0,0,0,0,0,0,0,38.21166667
Ç³·Â,2022,215,9,0,0,0,0,0,0,0,0,0,0,1.811666667,59.62666667,57.32666667,63.42833333,0,0,0,0,0,0,0,0,0,0,182.1933333
Ç³·Â,2022,223,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,6.57,0,0,0,0,0,0,0,0,0,23.36
Ç³·Â,2022,227,11,0,0,0,0,0,0,0,0,0,0,0,11.75333333,41.2,41.2,37.67833333,4.866666667,0,0,0,0,0,0,0,0,136.6983333
Ç³·Â,2022,302,12,0,0,0,0,0,0,0,0,0,0,0,0,22.58833333,36.1,36.1,13.97333333,0,0,0,0,0,0,0,0,108.7616667
Ç³·Â,2022,304,13,0,0,0,0,0,0,0,0,0,0,0,0,0.616666667,2.296666667,0,0,0,0,0,0,0,0,0,0,2.913333333
Ç³·Â,2022,305,14,0,0,0,0,0,0,0,0,0,0,26.89,101.915,147.9,166.4666667,132.41,67.75,6.576666667,0,0,0,0,0,0,0,649.9083333
Ç³·Â,2022,306,15,0,0,0,0,0,0,0,0,0,62.34166667,134.4,134.4,130.275,129.9,119.9416667,48.735,0,0,0,0,0,0,0,0,759.9933333
Ç³·Â,2022,309,16,0,0,0,0,0,0,0,0,0,0,0,0,8.8,12.74166667,0,0,0,0,0,0,0,0,0,0,21.54166667
Ç³·Â,2022,310,17,0,0,0,0,0,0,0,0,0,0,0,0,7.828333333,15.92833333,0.366666667,0,0,0,0,0,0,0,0,0,24.12333333
Ç³·Â,2022,312,18,0,0,0,0,0,0,0,0,0,0,5.475,66.24,98.28666667,98.8,72.30833333,20.06166667,0,0,0,0,0,0,0,0,361.1716667
Ç³·Â,2022,326,19,0,0,0,0,0,0,0,0,0,0,0,0,15.34833333,22.22,0,0,0,0,0,0,0,0,0,0,37.56833333
Ç³·Â,2022,327,20,0,0,0,0,0,0,0,0,0,0,73.00166667,79.7,79.7,79.7,79.7,56.44666667,10.33166667,0,0,0,0,0,0,0,458.58
Ç³·Â,2022,329,21,0,0,0,0,0,0,0,0,0,0,0,0,6.141666667,6.7,3.238333333,0,0,0,0,0,0,0,0,0,16.08
Ç³·Â,2022,403,22,0,0,0,0,0,0,0,0,0,0,3.706666667,25.32666667,26.5,26.5,19.47666667,0,0,0,0,0,0,0,0,0,101.51
Ç³·Â,2022,407,23,0,0,0,0,0,0,0,0,0,0,0,0.65,36.65666667,37.21166667,4.676666667,0,0,0,0,0,0,0,0,0,79.195
Ç³·Â,2022,409,24,0,0,0,0,0,0,0,0,0,17.26166667,46.1,46.1,46.1,46.1,46.1,46.1,12.70166667,0,0,0,0,0,0,0,306.5633333
Ç³·Â,2022,410,25,0,0,0,0,0,0,0,0,25.99333333,77.58333333,84.46333333,97.7,97.7,97.7,96.05,22.025,0,0,0,0,0,0,0,0,599.215
Ç³·Â,2022,412,26,0,0,0,0,0,0,0,0,0,0,0,3.903333333,15,1.508333333,0,0,0,0,0,0,0,0,0,0,20.41166667
Ç³·Â,2022,415,27,0,0,0,0,0,0,0,0,0,0,0,38.56666667,82.7,82.7,69.515,26.325,0,0,0,0,0,0,0,0,299.8066667
Ç³·Â,2022,416,28,0,0,0,0,0,0,0,0,0,0.386666667,21.14666667,21.5,21.5,21.5,21.5,9.105,0,0,0,0,0,0,0,0,116.6383333
Ç³·Â,2022,417,29,0,0,0,0,0,0,0,0,11.82666667,59.015,61.5,61.5,61.5,61.5,61.5,49.34333333,5.875,0,0,0,0,0,0,0,433.56
Ç³·Â,2022,419,30,0,0,0,0,0,0,0,0,0,0,2.468333333,9.9,9.9,9.9,7.806666667,0,0,0,0,0,0,0,0,0,39.975
Ç³·Â,2022,420,31,0,0,0,0,0,0,0,0,0,0,0,1.896666667,2.97,3.1,1.99,0,0,0,0,0,0,0,0,0,9.956666667
Ç³·Â,2022,421,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408333333,12.55,2.39,0,0,0,0,0,0,0,0,18.34833333
Ç³·Â,2022,422,33,0,0,0,0,0,0,0,0,0,0,35.12666667,75.9,75.9,75.9,65.29333333,18.465,0,0,0,0,0,0,0,0,346.585
Ç³·Â,2022,424,34,0,0,0,0,0,0,0,0,0,0,0.036666667,7.2,7.6,7.6,3.396666667,0,0,0,0,0,0,0,0,0,25.83333333
Ç³·Â,2022,425,35,0,0,0,0,0,0,0,0,0,0,14.965,30.08,36.525,0,0,0,0,0,0,0,0,0,0,0,81.57
Ç³·Â,2022,427,36,0,0,0,0,0,0,0,0,0,9.86,51.22,76,76,76,49.42166667,0,0,0,0,0,0,0,0,0,338.5016667
Ç³·Â,2022,428,37,0,0,0,0,0,0,0,0,0,0,0,0,7.195,9.12,0,0,0,0,0,0,0,0,0,0,16.315
Ç³·Â,2022,429,38,0,0,0,0,0,0,0,0,0,0,0,18.82666667,16.83333333,0,0,0,0,0,0,0,0,0,0,0,35.66
Ç³·Â,2022,501,39,0,0,0,0,0,0,0,0.615,85.09833333,102.0933333,104.1,104.9,104.9,104.9,104.9,101.24,65.75333333,3.406666667,0,0,0,0,0,0,881.9066667
Ç³·Â,2022,502,40,0,0,0,0,0,0,0,0,0,42.66,113.0416667,113.2,113.2,113.2,96.94833333,44.94666667,0.165,0,0,0,0,0,0,0,637.3616667
Ç³·Â,2022,503,41,0,0,0,0,0,0,0,0,0,0,0.385,4.126666667,5.3,5.3,3.375,0,0,0,0,0,0,0,0,0,18.48666667
Ç³·Â,2022,504,42,0,0,0,0,0,0,0,0,0,2.543333333,12.5,12.5,12.5,12.5,7.925,0,0,0,0,0,0,0,0,0,60.46833333
Ç³·Â,2022,505,43,0,0,0,0,0,0,0,0,0,31.16166667,31.40333333,30.4,30.4,32.165,18.52166667,0,0,0,0,0,0,0,0,0,174.0516667
Ç³·Â,2022,506,44,0,0,0,0,0,0,0,0,0,0,0,0,8.523333333,7.526666667,0,0,0,0,0,0,0,0,0,0,16.05
Ç³·Â,2022,507,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.946666667,8.2,3.055,0,0,0,0,0,0,0,0,16.20166667
Ç³·Â,2022,509,46,0,0,0,0,0,0,0,0,0,0,0,6.441666667,36.03333333,34.225,3.545,0,0,0,0,0,0,0,0,0,80.245
Ç³·Â,2022,514,47,0,0,0,0,0,0,0,0.97,50.54833333,81.48333333,84.03333333,103.7,103.7,103.7,66.95833333,28.09166667,20.37666667,0,0,0,0,0,0,0,643.5616667
Ç³·Â,2022,515,48,0,0,0,0,0,0,0,0,0,93.60166667,104.0766667,104.1666667,57.99,93.4,93.4,77.63666667,7.663333333,0,0,0,0,0,0,0,631.935
Ç³·Â,2022,516,49,0,0,0,0,0,0,0,0,0,0,1.266666667,7.175,7.4,7.4,7.025,0.153333333,0,0,0,0,0,0,0,0,30.42
Ç³·Â,2022,517,50,0,0,0,0,0,0,0,0,0,0,1.951666667,5.3,5.3,5.3,2.956666667,0,0,0,0,0,0,0,0,0,20.80833333
Ç³·Â,2022,518,51,0,0,0,0,0,0,0,0,0,0,0,0.523333333,2,0.485,0,0,0,0,0,0,0,0,0,0,3.008333333
Ç³·Â,2022,521,52,0,0,0,0,0,0,0,0,0,29.66333333,66.4,66.4,66.4,66.4,66.4,31.46,0,0,0,0,0,0,0,0,393.1233333
Ç³·Â,2022,522,53,0,0,0,0,0,0,0,0,0,6.266666667,26.2,26.2,26.2,26.2,26.10833333,1.743333333,0,0,0,0,0,0,0,0,138.9183333
Ç³·Â,2022,527,54,0,0,0,0,0,0,0,0,0,0,24.5,84.62333333,98.3,84.66,55.59,6.693333333,0,0,0,0,0,0,0,0,354.3666667
Ç³·Â,2022,528,55,0,0,0,0,0,0,0,0,0,0,0,0,9.153333333,17.61833333,0.276666667,0,0,0,0,0,0,0,0,0,27.04833333
Ç³·Â,2022,529,56,0,0,0,0,0,0,0,0,0,18.615,5.681666667,0,0,0,0,0,0,0,0,0,0,0,0,0,24.29666667
Ç³·Â,2022,601,57,0,0,0,0,0,0,0,0,0,0,0,2.593333333,6.05,6.5,4.198333333,0,0,0,0,0,0,0,0,0,19.34166667
Ç³·Â,2022,606,58,0,0,0,0,0,0,0,0,0,0,2.818333333,40.74,63.3,63.3,56.59333333,33.02833333,0.401666667,0,0,0,0,0,0,0,260.1816667
Ç³·Â,2022,612,59,0,0,0,0,0,0,0,0,0,0,0,0,2.038333333,26.165,4.645,0,0,0,0,0,0,0,0,0,32.84833333
Ç³·Â,2022,625,60,0,0,0,0,0,0,0,0,0,0,0,0,4.253333333,14.78666667,0,0,0,0,0,0,0,0,0,0,19.04
Ç³·Â,2022,709,61,0,0,0,0,0,0,0,0,0,0,0,6.06,10.1,7.743333333,0,0,0,0,0,0,0,0,0,0,23.90333333
Ç³·Â,2022,906,62,0,0,0,0,0,0,0,0,0,0,4.438333333,82.49833333,148.0333333,148.7,148.7,117.8333333,15.84166667,0,0,0,0,0,0,0,666.045
Ç³·Â,2022,907,63,0,0,0,0,0,0,0,0,0,0,6.391666667,20.20666667,24.2,19.955,3.09,0,0,0,0,0,0,0,0,0,73.84333333
Ç³·Â,2022,908,64,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651666667,3.946666667,0,0,0,0,0,0,0,0,0,9.598333333
Ç³·Â,2022,909,65,0,0,0,0,0,0,0,0,0,0,0,6.466666667,0,0,0,0,0,0,0,0,0,0,0,0,6.466666667
Ç³·Â,2022,910,66,0,0,0,0,0,0,0,0,0,0.256666667,28.43,24.06,16.7,50.29333333,53.8,24.82166667,0,0,0,0,0,0,0,0,198.3616667
Ç³·Â,2022,918,67,0,0,0,0,0,0,0,0,0,0.463333333,20.81833333,63.32666667,74.19333333,25.05666667,1.2,0,0,0,0,0,0,0,0,0,185.0583333
Ç³·Â,2022,919,68,0,0,0,0,0,0,0,0,0,0,0,14.03333333,65.73333333,64,36.11666667,0,0,0,0,0,0,0,0,0,179.8833333
Ç³·Â,2022,924,69,0,0,0,0,0,0,0,0,6.5,94.185,125.2,133.2,133.2,133.2,63.98666667,0,0,0,0,0,0,0,0,0,689.4716667
Ç³·Â,2022,1005,70,0,0,0,0,0,0,0,0,0,55.25,125.7333333,121.725,124,44.30833333,0,0,0,0,0,0,0,0,0,0,471.0166667
Ç³·Â,2022,1007,71,0,0,0,17,23.375,0,0,0,0,0,0,0,95.75083333,111.3833333,103.01,76.04833333,5.665833333,0,0,0,0,0,0,0,432.2333333
Ç³·Â,2022,1010,72,0,0,0,11.39,13.4,24.315,3.771666667,0.435,28.98166667,91.83166667,132.4533333,132.6,146.08,134.1333333,57.75166667,27.385,0,0,0,0,0,0,0,0,804.5283333
Ç³·Â,2022,1011,73,0,0,0,0,0,0,0,0,0,0,54.11916667,129.6666667,129.95,129.95,100.6916667,36.16083333,0,0,0,0,0,0,0,0,580.5383333
Ç³·Â,2022,1012,74,0,0,0,0,0,0,0,0,0,0,2.215,37.62833333,53.5,45.29,20.05666667,0,0,0,0,0,0,0,0,0,158.69
Ç³·Â,2022,1013,75,0,0,0,0,0,0,0,0,0,32.96,36.50333333,50.89,78.76,90.88,69.45333333,10.12333333,0,0,0,0,0,0,0,0,369.57
Ç³·Â,2022,1015,76,0,0,0,0,0,0,0,0,0,10.32,31.03,32,32,32,29.01,2.11,0,0,0,0,0,0,0,0,168.47
Ç³·Â,2022,1017,77,0,0,0,0,0,0,0,0,0.03,36.13333333,122.3666667,159.5666667,196,200.8,200.8,161.55,18.53,0,0,0,0,0,0,0,1095.776667
Ç³·Â,2022,1018,78,0,4.476666667,7.9,21.24666667,22.2,18.78833333,0,0,55.27833333,165.22,183.6333333,185.4,185.4,185.4,182.85,135.805,23.65333333,0,0,0,0,0,0,0,1377.251667
Ç³·Â,2022,1019,79,0,0,0,0,0,0,0,0,3.357,80.835,110.4733333,116.68,116.68,116.68,111.7483333,59.47366667,0.12,0,0,0,0,0,0,0,716.0473333
Ç³·Â,2022,1020,80,0,0,0,0,0,0,0,0,0,0,3.206666667,10.7,10.7,10.52,4.686666667,0,0,0,0,0,0,0,0,0,39.81333333
Ç³·Â,2022,1023,81,0,0,0,0,0,0,0,0,14.92333333,100.2866667,114.58,154.9383333,157.1,157.1,147.3466667,93.67333333,32.15833333,0,0,0,0,0,0,0,972.1066667
Ç³·Â,2022,1024,82,0,0,0,0,0,0,0,0,0.036666667,72.49333333,146.5566667,192.3,192.3,192.3,166.77,85.02833333,11.905,0,0,0,0,0,0,0,1059.69
Ç³·Â,2022,1025,83,0,0,0,0,0,0,0,0,0,0,5.771666667,60.31166667,68.6,41.04833333,3.2,0,0,0,0,0,0,0,0,0,178.9316667
Ç³·Â,2022,1028,84,0,0,0,0,0,0,0,0,0,0,0.401666667,9,9,9,3.981666667,0,0,0,0,0,0,0,0,0,31.38333333
Ç³·Â,2022,1029,85,0,0,0,0,0,0,0,0,0,0,0,18.875,16.61833333,0,0,0,0,0,0,0,0,0,0,0,35.49333333
Ç³·Â,2022,1030,86,0,0,0,0,0,0,0,0,0,38.84,71.5,71.5,71.5,71.5,57.72,16.26833333,0,0,0,0,0,0,0,0,398.8283333
Ç³·Â,2022,1031,87,0,0,0,0,0,0,0,0,0,0,2.013333333,49.69166667,89.12833333,56.37833333,4.121666667,0,0,0,0,0,0,0,0,0,201.3333333
Ç³·Â,2022,1101,88,0,0,0,0,0,0,0,0,0,0,25.10833333,60.10166667,73.7,72.185,40.59833333,0.393333333,0,0,0,0,0,0,0,0,272.0866667
Ç³·Â,2022,1102,89,0,0,0,0,0,0,0,0,0,0,0,0.671666667,3.048333333,0,0,0,0,0,0,0,0,0,0,0,3.72
Ç³·Â,2022,1103,90,0,0,0,0,0,0,0,0,0,0,0.438333333,7.496666667,8.566666667,4.83,5.866666667,0,0,0,0,0,0,0,0,0,27.19833333
Ç³·Â,2022,1104,91,0,0,0,0,0,0,0,0,0,98.51166667,155.2166667,170.1,170.1,134.6066667,94.5,38.54666667,0.213333333,0,0,0,0,0,0,0,861.795
Ç³·Â,2022,1105,92,0,0,0,0,0,0,0,0,0,30.31333333,89.82666667,138.2166667,145.5,145.5,104.84,30.98166667,0,0,0,0,0,0,0,0,685.1783333
Ç³·Â,2022,1106,93,0,0,0,0,0,0,0,0,0,8.116666667,46.195,46.3,40.125,6.623333333,6.6,1.54,0,0,0,0,0,0,0,0,155.5
Ç³·Â,2022,1113,94,0,0,0,0,0,0,0,0,0,0,63.615,112.8,94.52666667,78.955,48.83333333,14.14,0,0,0,0,0,0,0,0,412.87
Ç³·Â,2022,1114,95,0,0,0,0,0,0,0,0,0,0,0,0,32.31666667,38.2,23.73666667,0,0,0,0,0,0,0,0,0,94.25333333
Ç³·Â,2022,1115,96,0,0,0,0,0,0,0,0,0,1.833333333,9.833333333,1.658333333,12.9,11.955,1.736666667,0,0,0,0,0,0,0,0,0,39.91666667
Ç³·Â,2022,1118,97,0,0,0,0,0,0,0,0,0,0,0,12.71666667,42.12833333,42.44166667,2.36,0,0,0,0,0,0,0,0,0,99.64666667
ÅÂ¾ç±¤,2021,1017,1,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,306,1,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,327,2,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,408,3,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,409,4,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,410,5,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,415,6,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,416,7,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,417,8,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,419,9,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,420,10,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,422,11,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,424,12,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,427,13,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,501,14,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,503,15,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,504,16,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,514,17,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,515,18,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,516,19,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,521,20,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,522,21,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,601,22,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,1015,23,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,1017,24,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,1018,25,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,1019,26,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,1020,27,,,,,,,,,,,,,,,,,,,,,,,,,
ÅÂ¾ç±¤,2022,1023,28,,,,,,,,,,,,,,,,,,,,,,,,,
